City_ID,City,Country,Lat,Lng,Max Temp,Cloudiness,Wind Speed,Description
502,Talnakh,RU,69.4865,88.3972,23.72,100,5.61,light snow
503,Sault Sainte Marie,CA,46.5168,-84.3333,42.62,100,17.27,mist
504,Inirida,CO,3.8653,-67.9239,86.36,97,2.21,overcast clouds
505,Oktyabrskiy,RU,54.4815,53.471,41.92,7,4.5,clear sky
506,Monkey Hill,KN,17.3167,-62.7167,80.15,0,20.98,clear sky
507,Ixtapa,MX,20.7,-105.2,91.96,35,8.97,scattered clouds
508,The Valley,AI,18.217,-63.0578,80.82,1,19.08,clear sky
509,Whitecourt,CA,54.1502,-115.6855,28.31,100,4.36,overcast clouds
510,Avera,US,33.194,-82.5271,80.55,99,11.99,overcast clouds
511,Buchanan,LR,5.8808,-10.0467,79.77,69,7.7,light rain
512,Moctezuma,MX,29.8,-109.6667,81.1,15,6.51,few clouds
513,Atar,MR,20.5169,-13.0499,80.89,0,9.78,clear sky
514,Severo-Kurilsk,RU,50.6789,156.125,29.34,100,21.45,light snow
515,Augustow,PL,53.8432,22.9798,44.02,82,3.58,broken clouds
516,Okato,NZ,-39.2,173.8833,53.69,19,8.23,few clouds
517,San Javier,ES,37.8063,-0.8374,59.22,40,0.0,scattered clouds
518,Srednekolymsk,RU,67.45,153.6833,-8.7,100,5.99,overcast clouds
519,Valley City,US,46.9233,-98.0032,30.72,100,18.41,light snow
520,Zeya,RU,53.75,127.2667,22.21,11,3.98,few clouds
521,Gull Lake,CA,50.1001,-108.4847,19.94,100,17.94,overcast clouds
522,Lubao,PH,14.9167,120.55,76.84,83,2.28,broken clouds
523,Pokaran,IN,26.9167,71.9167,83.23,50,8.14,scattered clouds
524,Batemans Bay,AU,-35.7167,150.1833,57.09,0,4.16,clear sky
525,Jacareacanga,BR,-6.2222,-57.7528,80.1,100,2.66,overcast clouds
526,Pictou,CA,45.6834,-62.7153,41.45,69,4.54,broken clouds
527,Sonoita,MX,31.85,-112.8333,74.07,7,7.11,clear sky
528,Dillon,US,34.4166,-79.3712,83.88,83,11.74,broken clouds
529,Namatanai,PG,-3.6667,152.4333,80.53,100,4.94,light rain
530,New Glasgow,CA,45.5834,-62.6486,42.58,71,5.7,broken clouds
531,Linhares,BR,-19.3911,-40.0722,78.22,69,5.59,broken clouds
532,Petatlan,MX,17.5167,-101.2667,88.38,99,7.43,overcast clouds
533,Bay City,US,43.5945,-83.8889,66.42,100,8.05,overcast clouds
534,Dana Point,US,33.467,-117.6981,78.28,1,7.0,clear sky
535,Balaguer,ES,41.7912,0.8109,58.15,97,2.42,overcast clouds
536,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,52,13.8,broken clouds
537,Qaqortoq,GL,60.7167,-46.0333,40.84,99,2.59,overcast clouds
538,Santa Isabel,BR,-23.3156,-46.2214,76.71,97,3.91,overcast clouds
539,Sergeyevka,KZ,53.88,67.4158,48.63,81,7.36,broken clouds
540,Baoning,CN,25.3378,110.026,60.17,1,4.23,clear sky
541,Port Hardy,CA,50.6996,-127.4199,44.62,96,6.06,overcast clouds
542,Luwuk,ID,-0.9516,122.7875,77.27,100,3.18,overcast clouds
543,Kavieng,PG,-2.5744,150.7967,82.4,61,10.02,broken clouds
544,Klyuchi,RU,52.2667,79.1667,40.87,0,12.82,clear sky
545,Balikpapan,ID,-1.2675,116.8289,77.99,40,3.44,scattered clouds
546,Souillac,MU,-20.5167,57.5167,77.18,56,19.95,broken clouds
547,Zaoyang,CN,32.1272,112.7542,52.14,100,0.92,overcast clouds
548,Pathein,MM,16.7833,94.7333,79.07,4,7.14,clear sky
549,Pringsewu,ID,-5.3582,104.9744,73.45,100,3.8,overcast clouds
550,Goundam,ML,16.4145,-3.6708,91.53,73,5.84,broken clouds
551,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,20,16.11,few clouds
552,Clyde River,CA,70.4692,-68.5914,-3.35,86,3.15,overcast clouds
553,Bari,IT,41.1177,16.8512,56.88,0,3.44,clear sky
554,Mirabad,AF,30.4362,61.8383,81.55,55,6.62,broken clouds
555,Juegang,CN,32.3174,121.1855,56.91,100,15.12,overcast clouds
556,Talkha,EG,31.0539,31.3779,52.77,2,6.89,clear sky
557,Sao Felix Do Xingu,BR,-6.6447,-51.995,80.55,41,3.2,scattered clouds
558,Aden,YE,12.7794,45.0367,82.58,0,11.63,clear sky
559,Rocha,UY,-34.4833,-54.3333,59.27,8,10.18,clear sky
560,Waingapu,ID,-9.6567,120.2641,77.11,55,5.73,broken clouds
561,Romitan,UZ,39.9343,64.3814,64.35,0,4.61,clear sky
562,Moose Factory,CA,51.2585,-80.6094,32.0,96,8.84,overcast clouds
563,Nioro,GM,13.35,-15.75,78.64,27,11.61,scattered clouds
564,Pangnirtung,CA,66.1451,-65.7125,2.44,100,2.91,overcast clouds
565,Vardo,NO,70.3705,31.1107,29.48,98,7.2,overcast clouds
566,Shu,KZ,43.5983,73.7614,58.98,100,8.32,overcast clouds
567,Ugoofaaru,MV,5.6667,73.0,84.4,95,11.79,overcast clouds
568,Port Blair,IN,11.6667,92.75,81.27,72,6.02,broken clouds
569,Inuvik,CA,68.3499,-133.7218,6.37,83,11.5,broken clouds
570,Winsum,NL,53.33,6.5208,56.1,100,7.27,overcast clouds
571,Maniitsoq,GL,65.4167,-52.9,23.45,19,17.52,few clouds
572,Kharp,RU,66.8014,65.8081,33.31,100,3.22,overcast clouds
573,Mayumba,GA,-3.432,10.6554,76.78,38,2.55,scattered clouds
574,Puerto Escondido,MX,15.85,-97.0667,87.46,100,12.08,overcast clouds
575,Jiazi,CN,22.8779,116.067,72.73,2,6.85,clear sky
576,Huilong,CN,31.8111,121.655,56.93,100,18.12,overcast clouds
577,Labuhan,ID,-6.8844,112.2051,77.14,72,6.13,broken clouds
578,Wani,IN,20.0667,78.95,92.35,100,11.03,overcast clouds
579,Rio Gallegos,AR,-51.6226,-69.2181,62.44,96,27.36,overcast clouds
580,Keetmanshoop,NA,-26.5833,18.1333,74.1,6,2.68,clear sky
581,Anchorage,US,61.2181,-149.9003,43.32,90,5.01,overcast clouds
582,Bukoba,TZ,-1.3317,31.8122,69.22,44,3.36,scattered clouds
583,Chapais,CA,49.7834,-74.8492,41.65,94,3.94,overcast clouds
584,Tateyama,JP,34.9833,139.8667,60.1,89,16.37,overcast clouds
585,Lake Shore,US,39.1071,-76.485,86.4,100,12.66,overcast clouds
586,Kamaishi,JP,39.2667,141.8833,41.49,100,11.16,overcast clouds
587,Voskresenskoye,RU,56.8381,45.4317,44.82,100,4.0,overcast clouds
588,Jyvaskyla,FI,62.2415,25.7209,34.12,0,1.14,clear sky
589,Ambilobe,MG,-13.2,49.05,72.95,35,3.91,scattered clouds
590,Pindiga,NG,9.9833,10.9333,86.09,43,7.36,scattered clouds
591,Calama,CL,-22.4667,-68.9333,67.12,0,16.04,clear sky
592,Caceres,ES,39.522,-6.3748,52.7,20,6.04,few clouds
593,Dicabisagan,PH,17.0818,122.4157,75.31,98,3.22,overcast clouds
594,Mangai,CD,-4.05,19.5333,72.07,100,1.57,overcast clouds
595,Mount Pleasant,US,32.7941,-79.8626,81.0,0,13.8,clear sky
596,Marrakesh,MA,31.6315,-8.0083,68.07,0,11.5,clear sky
597,Lajkovac,RS,44.3694,20.1653,46.6,0,3.24,clear sky
598,Paragominas,BR,-2.9667,-47.4833,76.32,98,3.87,light rain
599,Bereda,ES,43.2686,-7.5406,50.58,54,2.21,broken clouds
600,Berlevag,NO,70.8578,29.0864,26.6,0,6.91,clear sky
601,Meulaboh,ID,4.1363,96.1285,76.51,84,3.27,broken clouds
602,Kabelvag,NO,68.2114,14.4817,35.53,75,3.44,broken clouds
603,Serik,TR,36.9169,31.0989,57.74,0,5.61,clear sky
604,Vladyslavivka,UA,45.1667,35.3667,44.28,100,24.81,overcast clouds
605,Mindelo,CV,16.8901,-24.9804,69.35,20,26.46,few clouds
606,Kyra,RU,49.5776,111.9753,26.04,88,4.25,overcast clouds
607,Neiafu,TO,-18.65,-173.9833,81.28,20,2.3,few clouds
608,Bayir,TR,37.2687,28.2167,48.72,0,4.45,clear sky
609,Tomatlan,MX,19.9333,-105.25,94.59,99,12.15,overcast clouds
610,Mount Isa,AU,-20.7333,139.5,67.77,19,0.0,few clouds
611,Sessa Aurunca,IT,41.2408,13.9328,56.52,98,5.91,overcast clouds
612,Cairns,AU,-16.9167,145.7667,76.95,41,11.5,scattered clouds
613,Faya,SA,18.3851,42.4509,64.92,6,1.32,clear sky
614,Haysville,US,37.5645,-97.3523,53.26,100,13.8,overcast clouds
615,Kokkola,FI,63.8385,23.1307,39.36,0,5.75,light rain
616,Saquarema,BR,-22.92,-42.5103,78.84,62,0.51,broken clouds
617,Verkhnevilyuysk,RU,63.4453,120.3167,27.57,100,8.75,light snow
618,Boda,CF,4.3189,17.4695,73.26,49,4.12,light rain
619,Safford,US,32.834,-109.7076,70.11,0,14.97,clear sky
620,Klaksvik,FO,62.2266,-6.589,43.72,100,16.42,overcast clouds
621,Maceio,BR,-9.6658,-35.7353,80.04,0,9.22,clear sky
622,Dandong,CN,40.1292,124.3947,44.74,27,2.24,scattered clouds
623,Olafsvik,IS,64.8945,-23.7142,42.62,100,12.53,light rain
624,Da Nang,VN,16.0678,108.2208,75.18,20,3.44,few clouds
625,Malanje,AO,-9.5402,16.341,65.39,100,1.3,overcast clouds
626,Sumbe,AO,-11.2061,13.8437,77.56,99,8.03,overcast clouds
627,Malindi,KE,-3.2175,40.1191,81.72,24,9.91,few clouds
628,Domoni,KM,-12.2569,44.5319,79.66,90,2.8,overcast clouds
629,Dzilam Gonzalez,MX,21.2833,-88.9333,98.51,100,7.34,overcast clouds
630,Kedougou,SN,12.5579,-12.1743,94.89,100,3.38,overcast clouds
631,Batagay,RU,67.6333,134.6333,4.44,99,0.25,overcast clouds
632,Nizhniy Odes,RU,63.6445,54.856,34.18,100,6.73,overcast clouds
633,Ayia Galini,GR,35.1,24.6833,52.84,11,3.83,few clouds
634,Hede,CN,33.7681,120.2517,48.13,17,10.11,few clouds
635,Kampong Chhnang,KH,12.1667,104.55,80.08,89,3.42,overcast clouds
636,Puerto Narino,CO,-3.7703,-70.3831,82.0,100,0.81,heavy intensity rain
637,Nigran,ES,42.1415,-8.8066,56.17,0,6.91,clear sky
638,Hokitika,NZ,-42.7167,170.9667,54.5,2,3.89,clear sky
639,Louisville,US,38.2542,-85.7594,74.35,0,11.5,clear sky
640,Naples,IT,40.8333,14.25,59.77,0,3.44,clear sky
641,Huayang,CN,34.4155,109.9939,45.72,100,3.2,overcast clouds
642,Muros,ES,42.7762,-9.0603,56.68,61,6.82,broken clouds
643,Bermejo,AR,-32.8833,-68.8,73.92,0,4.36,clear sky
644,Marang,MY,5.2056,103.2059,78.31,100,2.82,overcast clouds
645,Upington,ZA,-28.4478,21.2561,71.1,55,2.93,broken clouds
646,Leh,IN,34.1667,77.5833,34.36,100,4.07,light snow
647,Cabinda,AO,-5.55,12.2,78.42,58,4.43,broken clouds
648,Pokhara,NP,28.2333,83.9833,69.62,0,7.49,clear sky
649,Okha,RU,53.5739,142.9478,14.92,54,8.75,broken clouds
650,Kankon,IN,15.0167,74.0167,81.93,77,8.79,broken clouds
651,Huanren,CN,41.2647,125.3667,41.58,99,1.03,overcast clouds
652,Lakhdenpokhya,RU,61.5198,30.1992,34.88,100,3.8,overcast clouds
653,Iguaba Grande,BR,-22.8392,-42.2289,78.73,0,4.61,clear sky
654,Save,BJ,8.0425,2.486,80.64,68,6.87,broken clouds
655,Sucre,BO,-19.0333,-65.2627,65.12,6,10.09,clear sky
656,Sungaipenuh,ID,-2.0833,101.3833,63.46,92,1.41,overcast clouds
657,Jega,NG,12.2175,4.3792,93.72,29,8.86,scattered clouds
658,Aleppo,SY,36.25,37.5,50.05,5,11.25,clear sky
659,Meadow Lake,US,34.8014,-106.5436,57.87,0,26.26,clear sky
660,Pak Phanang,TH,8.3511,100.202,78.69,87,6.44,overcast clouds
661,Papillion,US,41.1544,-96.0422,51.58,0,16.11,clear sky
662,Cabanas,CU,22.9758,-82.9219,84.42,64,11.18,broken clouds
663,Jackson,US,42.4165,-122.8345,42.93,100,1.99,light rain
664,Ailigandi,PA,9.2333,-78.0167,82.31,87,9.22,overcast clouds
665,Port Macquarie,AU,-31.4333,152.9167,57.88,66,5.61,broken clouds
666,Sambava,MG,-14.2667,50.1667,75.22,49,10.0,scattered clouds
667,Cam Ranh,VN,11.9214,109.1591,76.96,20,3.44,few clouds
668,Paamiut,GL,61.994,-49.6678,29.73,74,20.8,broken clouds
669,Rosetta,EG,31.4044,30.4164,58.73,0,9.71,clear sky
670,San Lorenzo,PY,-25.3333,-57.5333,76.14,40,18.41,scattered clouds
671,Derzhavinsk,KZ,51.1,66.3167,51.15,21,4.92,few clouds
672,Road Town,VG,18.4167,-64.6167,78.62,0,18.92,clear sky
673,Kiruna,SE,67.8557,20.2251,22.12,20,3.44,few clouds
674,Lieksa,FI,63.3167,30.0167,28.94,96,2.84,overcast clouds
675,Whyalla,AU,-33.0333,137.5833,62.49,97,0.0,light rain
676,Mandan,US,46.8267,-100.8896,27.57,75,29.93,light snow
677,Quimper,FR,48.0,-4.1,54.18,0,4.61,clear sky
678,Kajaani,FI,64.2273,27.7285,30.25,0,5.75,clear sky
679,Gebre Guracha,ET,9.8,38.4,64.78,97,1.57,overcast clouds
680,Zonalnaya Stantsiya,RU,56.4269,85.0221,32.25,0,4.47,clear sky
681,Nuevo Laredo,MX,27.4763,-99.5164,98.87,0,16.11,clear sky
682,Penzance,GB,50.1186,-5.5371,51.89,23,4.05,few clouds
683,Cuenca,EC,-2.8833,-78.9833,61.23,100,5.48,light rain
684,Dudinka,RU,69.4058,86.1778,23.58,97,9.31,overcast clouds
685,Leshukonskoye,RU,64.8989,45.7622,29.97,100,12.24,light snow
686,Bata,GQ,1.8639,9.7658,78.42,100,0.72,light rain
687,Neuquen,AR,-38.9516,-68.0591,69.69,0,4.61,clear sky
688,Axim,GH,4.8699,-2.2405,79.07,98,6.87,overcast clouds
689,Santa Cruz,BO,-17.8,-63.1667,72.28,98,10.51,very heavy rain
690,Shwebo,MM,22.5667,95.7,90.09,82,5.91,broken clouds
691,Merauke,ID,-8.4667,140.3333,78.67,99,6.55,overcast clouds
692,Elizabethtown,US,37.694,-85.8591,76.01,0,9.22,clear sky
693,Manzil Salim,TN,35.8567,8.4765,53.29,100,9.17,overcast clouds
694,Qasigiannguit,GL,68.8193,-51.1922,21.45,100,7.2,overcast clouds
695,Chernyshevskiy,RU,63.0128,112.4714,28.17,100,12.08,overcast clouds
696,Goderich,CA,43.7501,-81.7165,60.91,100,21.59,overcast clouds
697,Pafos,CY,34.7667,32.4167,53.38,20,5.75,few clouds
698,Satwas,IN,22.5333,76.6833,88.63,53,7.81,broken clouds
699,Vanimo,PG,-2.6741,141.3028,77.95,90,2.44,overcast clouds
700,Del Rio,US,29.3627,-100.8968,96.82,0,23.17,clear sky
701,Imbituba,BR,-28.24,-48.6703,74.82,91,10.42,overcast clouds
702,Kyren,RU,51.6828,102.1408,21.87,70,1.77,broken clouds
703,Innisfail,AU,-17.5333,146.0333,75.09,87,6.42,light rain
704,Sibiti,CG,-3.6819,13.3499,70.65,94,1.41,overcast clouds
705,Palamos,ES,41.8484,3.1291,55.0,72,11.99,broken clouds
706,Vadso,NO,70.0744,29.7487,25.68,98,10.36,overcast clouds
707,Sinnamary,GF,5.3833,-52.95,78.67,52,11.95,broken clouds
708,Kapoeta,SS,4.7717,33.5903,82.62,6,3.56,clear sky
709,Yatou,CN,37.15,122.3833,44.69,61,6.33,broken clouds
710,Chapadinha,BR,-3.7417,-43.3603,74.98,100,3.47,overcast clouds
711,Cabedelo,BR,-6.9811,-34.8339,79.56,91,8.57,overcast clouds
712,Monywa,MM,22.1167,95.1333,87.87,21,8.25,few clouds
713,Zhongshu,CN,24.5167,103.7667,57.2,10,2.71,clear sky
714,Rafsanjan,IR,30.4067,55.9939,69.55,50,6.8,scattered clouds
715,Tocopilla,CL,-22.092,-70.1979,67.33,20,6.6,few clouds
716,Sokoni,TZ,-6.4333,39.55,80.38,83,6.82,light rain
717,Vorozhba,UA,51.1733,34.2192,43.74,100,16.46,overcast clouds
718,Hamilton,US,39.1834,-84.5333,67.59,100,9.22,overcast clouds
719,Yuzhno-Kurilsk,RU,44.0306,145.8556,31.46,99,13.58,overcast clouds
720,Kaeo,NZ,-35.1,173.7833,58.32,55,8.23,broken clouds
721,Kamenka,RU,51.3223,42.7678,50.22,100,13.67,light rain
722,Pontianak,ID,-0.0333,109.3333,75.18,40,2.3,scattered clouds
723,Deniliquin,AU,-35.5333,144.9667,55.02,0,6.89,clear sky
724,Roebourne,AU,-20.7833,117.1333,80.02,9,8.84,clear sky
725,Kontagora,NG,10.3999,5.4695,85.71,100,3.31,light rain
726,Impfondo,CG,1.6381,18.0667,72.91,98,1.14,light rain
727,Chimore,BO,-16.9833,-65.1333,79.23,56,1.1,broken clouds
728,Barrinha,BR,-21.1936,-48.1639,77.49,61,8.12,broken clouds
729,Ucluelet,CA,48.9329,-125.5528,47.08,89,1.01,overcast clouds
730,Kutoarjo,ID,-7.7169,109.9128,75.04,21,2.84,few clouds
731,Gwadar,PK,25.1216,62.3254,79.07,2,6.51,clear sky
732,Muisne,EC,0.6,-80.0333,78.78,95,9.95,overcast clouds
733,Yantal,RU,56.8471,105.2542,28.9,100,7.02,overcast clouds
734,Tobol,KZ,52.6844,62.5794,52.75,54,9.4,broken clouds
735,Lumberton,US,34.6182,-79.0086,84.51,90,11.86,overcast clouds
736,Zhezkazgan,KZ,47.8043,67.7144,55.58,6,6.76,clear sky
737,Champerico,GT,14.3,-91.9167,93.74,28,12.33,scattered clouds
738,Flinders,AU,-34.5833,150.8552,59.18,46,4.0,scattered clouds
739,Port Shepstone,ZA,-30.7414,30.455,69.82,1,9.42,clear sky
740,Manjo,CM,4.8428,9.8217,71.83,100,1.54,heavy intensity rain
741,Kununurra,AU,-15.7667,128.7333,73.38,100,3.44,light rain
742,Tres Palos,MX,18.1833,-101.6167,93.25,100,8.84,overcast clouds
743,Skvyra,UA,49.7318,29.6657,40.23,100,13.04,overcast clouds
744,Nadym,RU,65.5333,72.5167,33.89,100,8.08,overcast clouds
745,Bilibino,RU,68.0546,166.4372,17.78,100,3.22,overcast clouds
746,Verkh-Usugli,RU,52.7,115.1667,17.85,17,3.44,few clouds
747,Strelka,RU,58.0728,93.0344,25.56,54,2.53,broken clouds
748,Sattahip,TH,12.6664,100.9007,87.98,20,6.91,mist
749,Okhotsk,RU,59.3833,143.3,9.59,94,15.9,overcast clouds
750,Copiapo,CL,-27.3667,-70.3333,58.69,0,6.55,clear sky
751,Belmonte,BR,-15.8631,-38.8828,79.25,58,7.23,broken clouds
752,Nanga Eboko,CM,4.6833,12.3667,68.94,100,3.42,overcast clouds
753,Dong Xoai,VN,11.5333,106.9167,76.26,100,3.58,overcast clouds
